0,6,80,232,8153,0,0,5,5,1.00,0.00,0.00,30,255,1.00,0.00,0.03,0.04,0
0,6,80,199,420,0,0,30,32,1.00,0.00,0.09,255,255,1.00,0.00,0.00,0.00,0
0,6,80,287,2251,0,0,3,7,1.00,0.00,0.43,8,219,1.00,0.00,0.12,0.03,0
0,6,80,300,13788,0,0,8,9,1.00,0.00,0.22,91,255,1.00,0.00,0.01,0.02,0
0,6,80,233,616,0,0,3,3,1.00,0.00,0.00,66,255,1.00,0.00,0.02,0.03,0
0,6,80,343,1178,0,0,9,10,1.00,0.00,0.20,157,255,1.00,0.00,0.01,0.04,0
0,6,80,253,11905,0,0,8,10,1.00,0.00,0.20,87,255,1.00,0.00,0.01,0.02,0
0,6,80,227,6588,0,0,5,22,1.00,0.00,0.18,43,255,1.00,0.00,0.02,0.14,0
0,6,80,215,10499,0,0,14,14,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,241,1400,0,0,33,33,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,303,555,0,0,9,9,1.00,0.00,0.00,9,255,1.00,0.00,0.11,0.01,0
0,17,53,45,45,0,0,181,181,1.00,0.00,0.00,255,250,0.98,0.01,0.00,0.00,0
0,17,53,43,43,0,0,122,202,1.00,0.00,0.01,255,255,1.00,0.00,0.01,0.00,0
0,6,80,324,2302,0,0,22,28,1.00,0.00,0.14,255,255,1.00,0.00,0.00,0.00,0
0,6,80,290,3006,0,0,11,11,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,255,861,0,0,44,44,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,302,498,0,0,10,10,1.00,0.00,0.00,131,255,1.00,0.00,0.01,0.04,0
0,6,80,220,1398,0,0,26,42,1.00,0.00,0.05,26,255,1.00,0.00,0.04,0.03,0
0,17,53,43,69,0,0,120,120,1.00,0.00,0.00,255,245,0.96,0.01,0.01,0.00,0
0,17,53,44,133,0,0,73,75,1.00,0.00,0.03,122,212,0.88,0.02,0.88,0.01,0
0,17,53,43,43,0,0,148,228,1.00,0.00,0.01,255,255,1.00,0.00,0.01,0.00,0
0,6,80,310,2794,0,0,4,4,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,0,0,0,0,52,19,0.37,0.08,0.00,255,67,0.26,0.02,0.00,0.00,1
0,6,80,221,2878,0,0,1,1,1.00,0.00,0.00,21,58,1.00,0.00,0.05,0.03,0
0,17,53,42,42,0,0,9,14,1.00,0.00,0.21,84,83,0.99,0.02,0.01,0.00,0
0,6,80,210,2790,0,0,10,27,1.00,0.00,0.11,48,255,1.00,0.00,0.02,0.09,0
0,6,80,321,5683,0,0,10,10,1.00,0.00,0.00,168,255,1.00,0.00,0.01,0.04,0
0,6,80,329,3982,0,0,2,31,1.00,0.00,0.10,24,255,1.00,0.00,0.04,0.05,0
0,6,80,320,379,0,0,9,9,1.00,0.00,0.00,123,255,1.00,0.00,0.01,0.02,0
0,6,80,225,3762,0,0,10,10,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,247,1416,0,0,11,11,1.00,0.00,0.00,156,255,1.00,0.00,0.01,0.09,0
0,6,80,353,1483,0,0,3,9,1.00,0.00,0.33,255,255,1.00,0.00,0.00,0.00,0
0,17,53,44,44,0,0,109,189,0.99,0.02,0.01,255,254,1.00,0.01,0.01,0.00,0
0,6,80,259,750,0,0,4,5,1.00,0.00,0.40,4,255,1.00,0.00,0.25,0.03,0
0,6,80,0,354,0,0,32,32,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,309,306,0,0,1,1,1.00,0.00,0.00,66,255,1.00,0.00,0.02,0.02,0
0,6,80,0,0,0,0,1,2,1.00,0.00,1.00,1,247,1.00,0.00,1.00,0.15,0
0,6,80,278,7227,0,0,3,3,1.00,0.00,0.00,153,255,1.00,0.00,0.01,0.05,0
0,6,80,313,761,0,0,1,1,1.00,0.00,0.00,43,255,1.00,0.00,0.02,0.03,0
0,6,80,219,1212,0,0,15,15,1.00,0.00,0.00,242,255,1.00,0.00,0.00,0.01,0
0,6,80,245,9165,0,0,2,3,1.00,0.00,0.67,10,255,1.00,0.00,0.10,0.05,0
0,6,80,328,2243,0,0,21,21,1.00,0.00,0.00,21,255,1.00,0.00,0.05,0.04,0
0,6,80,0,0,0,0,1,1,1.00,0.00,0.00,23,249,1.00,0.00,0.04,0.10,0
0,6,80,251,301,0,0,3,7,1.00,0.00,0.29,255,252,0.99,0.01,0.00,0.00,0
0,6,80,0,0,0,0,1,1,1.00,0.00,0.00,6,255,1.00,0.00,0.17,0.21,0
0,6,80,237,511,0,0,1,1,1.00,0.00,0.00,3,255,1.00,0.00,0.33,0.01,0
0,6,80,324,431,0,0,4,5,1.00,0.00,0.40,107,255,1.00,0.00,0.01,0.02,0
0,6,80,218,974,0,0,6,6,1.00,0.00,0.00,6,255,1.00,0.00,0.17,0.02,0
0,6,80,325,2649,0,0,7,7,1.00,0.00,0.00,107,255,1.00,0.00,0.01,0.01,0
240,6,80,328,275,0,0,9,10,1.00,0.00,0.20,255,250,0.98,0.01,0.00,0.00,0
0,17,53,46,46,0,0,96,178,1.00,0.00,0.02,255,254,1.00,0.01,0.01,0.00,0
0,17,53,45,139,0,0,79,159,1.00,0.00,0.01,255,254,1.00,0.01,0.00,0.00,0
0,6,80,237,138,0,0,2,2,1.00,0.00,0.00,2,2,1.00,0.00,0.50,0.00,0
0,6,80,225,1357,0,0,1,1,1.00,0.00,0.00,5,255,1.00,0.00,0.20,0.02,0
0,6,80,262,1011,0,0,3,4,1.00,0.00,0.50,94,255,1.00,0.00,0.02,0.01,0
0,6,80,261,8412,0,0,9,9,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
0,6,80,294,1719,0,0,8,8,1.00,0.00,0.00,108,255,1.00,0.00,0.01,0.01,0
0,6,80,221,981,0,0,2,3,1.00,0.00,0.67,50,82,1.00,0.00,0.02,0.04,0
0,6,80,284,10352,0,0,2,2,1.00,0.00,0.00,11,255,1.00,0.00,0.09,0.07,0
0,6,80,309,16096,0,0,3,3,1.00,0.00,0.00,31,129,1.00,0.00,0.03,0.02,0
0,6,80,214,283,0,0,2,2,1.00,0.00,0.00,27,255,1.00,0.00,0.04,0.05,0
0,6,443,0,0,0,0,143,15,0.10,0.06,0.00,255,15,0.06,0.05,0.00,0.00,1
0,17,53,46,78,0,0,278,277,1.00,0.01,0.00,255,254,1.00,0.01,0.00,0.00,0
0,6,80,329,8437,0,0,4,4,1.00,0.00,0.00,83,255,1.00,0.00,0.01,0.04,0
0,17,53,46,128,0,0,222,302,1.00,0.00,0.01,255,253,0.99,0.01,0.00,0.00,0
128,17,53,73,827,0,0,1,5,1.0,0.0,0.8,1,1,1.0,0.0,0.0,0.0,0
63,17,53,130,92,0,0,0,5,0.0,1.0,0.8,8,0,0.1,0.9,0.0,0.0,0
128,17,53,63,99,0,0,1,5,1.0,0.0,0.8,1,1,1.0,0.0,0.0,0.0,0
63,17,53,79,227,0,0,0,5,0.0,1.0,0.8,18,0,0.1,0.9,0.0,0.0,0
128,17,53,59,204,0,0,1,5,1.0,0.0,0.8,1,1,1.0,0.0,0.0,0.0,0
63,17,53,120,104,0,0,0,5,0.0,1.0,0.8,18,0,0.1,0.9,0.0,0.0,0
128,17,53,68,162,0,0,1,6,1.0,0.0,0.8,1,1,1.0,0.0,0.0,0.0,0
63,17,53,133,864,0,0,0,6,0.0,1.0,0.8,75,0,0.0,1.0,0.0,0.0,0
1,17,53,53,242,0,0,0,6,0.0,1.0,1.0,0,0,0.0,1.0,0.0,0.0,0
1,17,53,53,180,0,0,0,6,0.0,1.0,1.0,0,0,0.0,1.0,0.0,0.0,0
1,17,53,53,244,0,0,0,18,0.0,1.0,1.0,0,0,0.0,1.0,0.0,0.0,0
1,17,53,53,145,0,0,0,18,0.0,1.0,1.0,0,0,0.0,1.0,0.0,0.0,0
128,17,53,85,417,0,0,1,18,1.0,0.0,0.9,1,1,1.0,0.0,0.0,0.0,0
63,17,53,137,882,0,0,0,18,0.0,1.0,0.9,78,0,0.0,1.0,0.0,0.0,0
29,17,53,42,42,0,0,2,4,1.00,0.00,0.50,255,240,0.94,0.02,0.06,0.00,0
0,6,80,330,772,0,0,16,16,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0
